SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT	WTD	OBSERVED	EXPECTED	ORFS
CENS	PWY-6183	"salicylate degradation I"	1	1	1	-1.5	root (1)	Bacteria (2)	[O_11266_0]
CENS	PWY-7388	"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	9	5	18	-1.5	root (1)	Eukaryota (2759)	[O_47196_1,O_58441_1,O_46874_1,O_22466_4,O_14384_1,O_8474_0,O_20438_3,O_88721_0,O_15260_0,O_49767_1,O_8783_1,O_12853_0,O_20313_0,O_66291_0,O_3816_0,O_80660_0,O_14526_0,O_15260_1]
CENS	PWY-6012-1	"acyl carrier protein activation"	1	1	5	-1.5	root (1)	Archaea (2157)	[O_4783_3,O_32527_12,O_29329_1,O_68806_0,O_62457_0]
CENS	PWY1-2	"L-alanine degradation IV"	1	1	12	-1.5	root (1)	Bacteria (2)	[O_10038_0,O_53895_3,O_18187_0,O_53896_0,O_76036_0,O_68364_0,O_76035_0,O_56661_0,O_12218_2,O_27976_1,O_30754_1,O_53940_1]
CENS	PWY1-3	"polyhydroxybutanoate biosynthesis"	3	2	33	-1.5	root (1)	Archaea (2157)	[O_59475_1,O_66703_0,O_42255_0,O_52771_0,O_24699_0,O_76513_0,O_23837_0,O_53248_0,O_18688_0,O_14036_0,O_59481_5,O_27964_1,O_41458_0,O_4296_10,O_83584_0,O_92589_0,O_59107_0,O_23111_1,O_28897_4,O_3193_0,O_16772_17,O_7306_1,O_15128_0,O_32583_0,O_43838_3,O_69078_0,O_92262_0,O_70130_0,O_61067_1,O_61571_1,O_14376_1,O_43581_0,O_26125_0]
CENS	PWY-6012	"acyl carrier protein metabolism"	2	2	7	-1.5	root (1)	Bacteria (2)	[O_4783_3,O_62457_0,O_68806_0,O_29329_1,O_67896_0,O_32527_12,O_4575_1]
CENS	PWY-5482	"pyruvate fermentation to acetate II"	3	3	7	-1.5	root (1)	Bacteria (2)	[O_5871_0,O_10350_0,O_4296_8,O_79203_1,O_14559_1,O_6474_6,O_6474_7]
CENS	PWY0-1296	"purine ribonucleosides degradation"	6	6	6	-1.5	root (1)	Archaea (2157)	[O_48085_0,O_23216_1,O_85381_0,O_8800_0,O_625_1,O_13946_0]
CENS	PWY0-1295	"pyrimidine ribonucleosides degradation"	2	2	6	-1.5	root (1)	Archaea (2157)	[O_53133_0,O_43881_1,O_22945_0,O_52902_0,O_72869_2,O_8446_3]
CENS	ENTNER-DOUDOROFF-PWY	"Entner-Doudoroff pathway I"	2	1	16	-1.5	root (1)	Eukaryota (2759)	[O_2734_1,O_97931_0,O_32800_0,O_48753_1,O_19338_0,O_24173_0,O_47953_0,O_50940_0,O_48754_0,O_24591_0,O_15284_0,O_69943_0,O_53200_0,O_40601_0,O_85393_0,O_95812_0]
CENS	PWY-6609	"adenine and adenosine salvage III"	4	4	10	-1.5	root (1)	Archaea (2157)	[O_50482_0,O_8800_0,O_17720_0,O_26493_1,O_48085_0,O_23216_1,O_625_1,O_85381_0,O_80179_0,O_8762_2]
CENS	PWY-6608	"guanosine nucleotides degradation III"	4	3	15	-1.5	root (1)	Bacteria (2)	[O_28057_0,O_37019_0,O_67050_3,O_48085_0,O_23216_1,O_32788_3,O_26913_0,O_45242_1,O_91411_0,O_8800_0,O_32788_0,O_97744_0,O_12616_0,O_1317_0,O_2677_0]
CENS	PWY-6562	"norspermidine biosynthesis"	6	4	30	-1.96875	root (1)	Vibrionaceae (641)	[O_31668_0,O_40284_0,O_54595_0,O_62759_1,O_46485_3,O_7158_2,O_31238_0,O_40615_1,O_21262_0,O_73293_0,O_39293_0,O_73292_1,O_55630_0,O_27997_1,O_27998_0,O_57695_6,O_93072_0,O_55484_0,O_83195_0,O_46299_0,O_89566_0,O_62502_0,O_32372_0,O_82230_0,O_45761_0,O_31455_0,O_4211_1,O_16170_0,O_24457_3,O_22420_1]
CENS	PWY0-1299	"arginine dependent acid resistance"	1	1	2	-1.5	root (1)	Bacteria (2)	[O_56902_0,O_90989_0]
CENS	PWY-5350	"thiosulfate disproportionation III (rhodanese)"	1	1	13	-1.5	root (1)	Bacteria (2)	[O_20418_1,O_47084_2,O_96105_0,O_4857_1,O_4856_17,O_76555_1,O_52172_1,O_9506_0,O_66680_0,O_37741_0,O_46700_0,O_20419_0,O_13513_0]
CENS	OXIDATIVEPENT-PWY	"pentose phosphate pathway (oxidative branch)"	3	3	22	-1.5	root (1)	Eukaryota (2759)	[O_11809_0,O_82061_1,O_82061_0,O_7607_0,O_94367_0,O_69943_1,O_76052_0,O_76616_2,O_28577_0,O_97038_0,O_57906_0,O_10551_0,O_54393_1,O_48780_1,O_55156_0,O_11925_0,O_11925_1,O_48753_0,O_11924_1,O_11924_0,O_24944_0,O_28577_1]
CENS	CITRULLINE-DEG-PWY	"L-citrulline degradation"	2	2	10	-1.5	root (1)	Archaea (2157)	[O_35751_1,O_20067_0,O_70907_1,O_52472_0,O_76513_21,O_91450_0,O_90091_1,O_3153_0,O_64952_0,O_76513_22]
CENS	NONOXIPENT-PWY	"pentose phosphate pathway (non-oxidative branch)"	5	5	62	-1.5	root (1)	Eukaryota (2759)	[O_68097_0,O_78292_1,O_31460_6,O_51897_0,O_11161_0,O_18107_1,O_30062_0,O_58217_2,O_6803_3,O_36208_0,O_20900_0,O_2759_0,O_19172_3,O_37849_3,O_22180_8,O_58882_0,O_38149_0,O_22482_0,O_60984_0,O_6793_4,O_13334_6,O_14047_21,O_58827_1,O_11735_1,O_5009_1,O_73180_0,O_32882_0,O_48601_2,O_91849_1,O_31461_0,O_2880_1,O_56690_0,O_10875_5,O_50681_1,O_77903_4,O_86617_0,O_22954_1,O_18108_0,O_96142_1,O_329_0,O_16523_0,O_80692_0,O_30693_1,O_30693_0,O_51757_0,O_48292_0,O_77389_1,O_34991_2,O_69195_1,O_42767_0,O_77903_5,O_29540_0,O_20031_0,O_15707_1,O_18800_19,O_16702_0,O_92901_1,O_11972_1,O_16186_14,O_50271_3,O_33747_1,O_87812_1]
CENS	PWY-6120	"L-tyrosine biosynthesis III"	3	2	14	-1.5	root (1)	Bacteria (2)	[O_34359_4,O_16672_8,O_29508_1,O_82845_0,O_70248_1,O_468_5,O_39888_1,O_1892_2,O_39904_2,O_92963_0,O_10078_5,O_7481_3,O_75702_1,O_18868_2]
CENS	PWY-6121	"5-aminoimidazole ribonucleotide biosynthesis I"	5	5	44	-1.5	root (1)	Bacteria (2)	[O_98553_0,O_28270_2,O_23346_0,O_16712_0,O_11233_0,O_35138_0,O_28305_3,O_18341_0,O_92469_0,O_11232_2,O_43693_1,O_24246_1,O_92076_1,O_19466_1,O_33210_1,O_208_0,O_33638_0,O_71640_0,O_57279_1,O_2258_1,O_90422_0,O_41946_5,O_98436_1,O_59241_0,O_28306_0,O_65613_1,O_40775_0,O_59494_0,O_26142_0,O_43513_0,O_14589_0,O_31507_0,O_55815_0,O_14946_0,O_92025_1,O_79806_0,O_64685_0,O_13151_0,O_34797_0,O_16701_10,O_45620_0,O_85129_0,O_775_0,O_88943_0]
CENS	PWY-6124	"inosine-5-phosphate biosynthesis II"	5	5	48	-1.5	root (1)	Eukaryota (2759)	[O_42334_0,O_33869_1,O_18944_0,O_94199_1,O_7329_0,O_45297_0,O_16619_3,O_16619_4,O_32661_0,O_41978_1,O_85080_0,O_56362_1,O_37344_0,O_97178_0,O_67560_4,O_67560_5,O_32125_0,O_19821_0,O_29839_0,O_45189_1,O_45830_1,O_65061_2,O_22468_0,O_18307_1,O_60119_1,O_58273_0,O_24493_0,O_18918_0,O_31169_1,O_44430_0,O_8030_2,O_70384_0,O_48567_1,O_59944_1,O_59944_0,O_69394_1,O_12485_9,O_17032_1,O_96743_0,O_88934_0,O_53123_4,O_68140_2,O_85079_0,O_5204_0,O_85096_1,O_15286_0,O_82687_0,O_90399_0]
CENS	PWY-5450	"benzene degradation"	2	1	5	-1.5	root (1)	Bacteria (2)	[O_57546_1,O_19303_1,O_14159_0,O_14159_1,O_54169_1]
CENS	DTDPRHAMSYN-PWY	"dTDP-L-rhamnose biosynthesis I"	4	4	65	-1.5	root (1)	Archaea (2157)	[O_4625_4,O_67802_1,O_67802_0,O_45387_0,O_8190_1,O_41610_22,O_2271_1,O_8190_2,O_31240_0,O_31240_1,O_18015_1,O_42218_0,O_22180_5,O_45253_1,O_87709_0,O_9268_0,O_66477_3,O_37491_0,O_11972_0,O_14430_1,O_75164_1,O_33041_0,O_61940_1,O_4625_2,O_4625_3,O_95674_1,O_4625_1,O_47445_0,O_41343_0,O_52455_0,O_74409_0,O_36960_1,O_89402_0,O_89984_0,O_86179_1,O_91064_0,O_43171_0,O_77815_7,O_63913_5,O_77216_5,O_63584_0,O_84848_0,O_30118_1,O_8318_1,O_54368_1,O_3252_0,O_79633_0,O_18861_0,O_8190_3,O_69185_1,O_95683_0,O_88776_0,O_52471_0,O_38172_0,O_69785_1,O_41956_20,O_57560_0,O_20546_5,O_96189_0,O_94691_0,O_42099_1,O_21858_1,O_76588_0,O_70418_0,O_16936_0]
CENS	PWY-5514	"UDP-N-acetyl-D-galactosamine biosynthesis II"	7	4	21	-1.96875	root (1)	Giardiinae (68459)	[O_70463_1,O_83697_0,O_34991_1,O_19338_1,O_52457_0,O_19764_3,O_83107_0,O_25009_0,O_45411_0,O_28273_0,O_52458_0,O_46520_0,O_71339_0,O_28135_1,O_73827_0,O_6803_4,O_6161_0,O_91425_0,O_81163_0,O_97970_0,O_49146_1]
CENS	PWY-5516	"xylose degradation II"	1	0	5	-1.875	root (1)	Fungi (4751)	[O_21115_1,O_92049_0,O_82512_0,O_68550_2,O_30535_1]
CENS	PWY0-1586	"peptidoglycan maturation (meso-diaminopimelate containing)"	12	4	15	-1.5	root (1)	Bacteria (2)	[O_61227_0,O_7853_0,O_17372_1,O_25590_0,O_2517_2,O_53325_1,O_31428_1,O_8319_1,O_4824_10,O_9117_7,O_61944_1,O_17799_1,O_20377_0,O_31427_1,O_91717_0]
CENS	PWY0-1587	"N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis"	2	1	1	-1.5	root (1)	Eukaryota (2759)	[O_33133_0]
CENS	PWY-6902	"chitin degradation II"	5	2	1	-1.75	root (1)	Viridiplantae (33090)	[O_30924_1]
CENS	PWY-5630	"penicillin K biosynthesis"	1	1	1	-1.875	root (1)	Fungi (4751)	[O_17981_0]
CENS	PWY-6461	"peptidoglycan cross-bridge biosynthesis II (E. faecium)"	2	1	20	-1.96875	root (1)	Lactobacillales (186826)	[O_95035_0,O_52215_1,O_97927_0,O_88236_0,O_7408_3,O_73503_1,O_18947_0,O_78318_0,O_45608_0,O_74625_0,O_72385_0,O_66532_0,O_13333_5,O_71967_8,O_3114_0,O_55593_1,O_30842_0,O_18235_1,O_25105_0,O_3742_1]
CENS	PWY-6307	"L-tryptophan degradation X (mammalian, via tryptamine)"	4	2	11	-1.99999237061	root (1)	Mammalia (40674)	[O_14018_0,O_551_0,O_51982_1,O_48445_1,O_90309_0,O_58812_1,O_4960_8,O_8066_2,O_26209_0,O_66635_0,O_19412_0]
CENS	PWY-6303	"methyl indole-3-acetate interconversion"	2	1	19	-1.96875	root (1)	Embryophyta (3193)	[O_57695_9,O_67042_0,O_81341_0,O_28858_0,O_15881_1,O_5033_0,O_59849_6,O_50108_0,O_61879_0,O_2731_2,O_9223_0,O_1899_2,O_21177_5,O_71260_2,O_21177_7,O_57839_2,O_11717_0,O_99877_0,O_20480_3]
CENS	PWY-7206	"pyrimidine deoxyribonucleotides dephosphorylation"	3	1	31	-1.5	root (1)	Archaea (2157)	[O_26870_4,O_71600_0,O_16892_1,O_78900_0,O_29194_0,O_83014_2,O_55839_2,O_69000_0,O_86871_0,O_2446_2,O_16584_1,O_50304_2,O_15217_9,O_45056_4,O_83766_1,O_3020_0,O_11316_3,O_69397_2,O_44369_1,O_34240_1,O_57518_1,O_33080_2,O_18349_2,O_28405_0,O_44381_3,O_36374_2,O_498_6,O_6060_2,O_17480_5,O_10375_0,O_9514_11]
CENS	PWY-7205	"CMP phosphorylation"	2	2	8	-1.5	root (1)	Eukaryota (2759)	[O_7093_1,O_67371_2,O_22058_0,O_30200_0,O_331_0,O_91022_0,O_15888_1,O_70341_1]
CENS	DETOX1-PWY	"superoxide radicals degradation"	2	1	21	-1.5	root (1)	Eukaryota (2759)	[O_63057_1,O_69640_4,O_49120_0,O_80085_0,O_47425_0,O_67816_5,O_16262_0,O_7911_0,O_31215_1,O_89478_0,O_63403_0,O_98541_0,O_24440_4,O_7910_2,O_31913_7,O_67370_1,O_99860_0,O_19397_3,O_31380_1,O_50555_1,O_54450_1]
CENS	PWY-6837	"fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	5	1	3	-1.75	root (1)	Opisthokonta (33154)	[O_61694_0,O_47063_0,O_41521_0]
CENS	PWY-723	"alkylnitronates degradation"	2	2	25	-1.875	root (1)	Fungi (4751)	[O_19124_1,O_68158_1,O_23882_0,O_49106_2,O_7158_1,O_81377_0,O_21176_4,O_21176_3,O_9587_1,O_21175_3,O_62920_0,O_82310_0,O_18986_0,O_30821_1,O_61886_0,O_97982_1,O_11566_0,O_11259_1,O_43265_1,O_27639_1,O_74493_0,O_26577_0,O_48163_0,O_8573_1,O_48162_0]
CENS	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	5	-1.5	root (1)	Eukaryota (2759)	[O_8123_0,O_99084_0,O_53890_0,O_46789_0,O_99132_1]
CENS	UDPNAGSYN-PWY	"UDP-N-acetyl-D-glucosamine biosynthesis I"	5	5	29	-1.5	root (1)	Archaea (2157)	[O_19764_3,O_8190_0,O_52458_0,O_83446_0,O_6803_4,O_52457_0,O_61940_0,O_25472_0,O_25009_0,O_11839_0,O_73827_0,O_24456_0,O_81163_0,O_18654_0,O_70463_1,O_83697_0,O_75349_0,O_59705_0,O_75348_0,O_6161_0,O_55596_0,O_75162_1,O_35546_0,O_28273_0,O_34991_1,O_24272_0,O_83107_0,O_45411_0,O_97970_0]
CENS	PWY-5120	"geranylgeranyl diphosphate biosynthesis"	1	1	2	-1.5	root (1)	Eukaryota (2759)	[O_50094_0,O_97247_0]
CENS	PWY-5123	"trans, trans-farnesyl diphosphate biosynthesis"	3	3	7	-1.5	root (1)	Archaea (2157)	[O_15901_6,O_82830_0,O_6584_0,O_16128_0,O_19814_1,O_10503_0,O_63820_3]
CENS	PWY-5122	"geranyl diphosphate biosynthesis"	1	1	6	-1.5	root (1)	Archaea (2157)	[O_15901_6,O_6584_0,O_16128_0,O_19814_1,O_10503_0,O_63820_3]
CENS	PWY0-1329	"succinate to cytochrome bo oxidase electron transfer"	2	2	33	-1.5	root (1)	Bacteria (2)	[O_70391_1,O_70391_2,O_95623_0,O_70992_0,O_28123_0,O_28123_1,O_91172_0,O_35645_1,O_54318_0,O_8209_0,O_8209_1,O_75389_2,O_10028_2,O_33482_1,O_67057_1,O_7634_0,O_30852_0,O_5077_0,O_6893_0,O_52896_0,O_25017_2,O_25017_0,O_10028_0,O_72874_1,O_95365_0,O_71433_0,O_71433_1,O_71433_2,O_29795_3,O_85029_0,O_71041_2,O_71041_0,O_98071_0]
CENS	MANNCAT-PWY	"D-mannose degradation"	1	1	8	-1.5	root (1)	Eukaryota (2759)	[O_71014_0,O_24393_0,O_21736_7,O_36718_0,O_9458_1,O_20220_1,O_69884_0,O_53306_2]
CENS	PWY-881	"trehalose biosynthesis II"	2	1	2	-1.875	root (1)	Fungi (4751)	[O_44921_0,O_71741_1]
CENS	DAPLYSINESYN-PWY	"L-lysine biosynthesis I"	9	7	68	-1.5	root (1)	Bacteria (2)	[O_61713_1,O_46485_3,O_40284_0,O_39293_0,O_88495_0,O_8084_0,O_7645_0,O_11349_0,O_54595_0,O_21108_0,O_89566_0,O_12825_0,O_55630_0,O_16772_4,O_31388_0,O_31238_0,O_45759_0,O_27997_1,O_45491_1,O_57320_0,O_16060_1,O_32788_9,O_23266_0,O_76257_4,O_22419_0,O_66640_1,O_73292_1,O_85259_0,O_28180_0,O_71805_1,O_27998_0,O_57695_6,O_93072_0,O_15697_0,O_96561_0,O_46299_0,O_71199_3,O_71199_2,O_44502_1,O_96192_0,O_45942_0,O_37160_0,O_14455_0,O_73293_0,O_89346_1,O_40615_1,O_37149_3,O_62502_0,O_21262_0,O_14960_5,O_37159_0,O_15654_0,O_7158_2,O_70450_1,O_45760_0,O_45760_1,O_66164_0,O_82230_0,O_31455_0,O_62759_1,O_4211_1,O_12901_1,O_65020_0,O_32372_0,O_14381_6,O_38624_1,O_843_0,O_22420_1]
CENS	PWY-922	"mevalonate pathway I"	7	3	33	-1.5	root (1)	Archaea (2157)	[O_59475_1,O_52771_0,O_42255_0,O_24699_0,O_76513_0,O_53248_0,O_18688_0,O_82830_0,O_14036_0,O_59481_5,O_27964_1,O_41458_0,O_66703_0,O_83584_0,O_92589_0,O_59107_0,O_23111_1,O_28897_4,O_3193_0,O_16772_17,O_7306_1,O_15128_0,O_32583_0,O_69078_0,O_92262_0,O_70130_0,O_97249_0,O_43581_0,O_4296_10,O_43838_3,O_14376_1,O_61067_1,O_26125_0]
CENS	P141-PWY	"atrazine degradation I (aerobic)"	3	1	2	-1.75	root (1)	Proteobacteria (1224)	[O_21740_1,O_57535_0]
CENS	P122-PWY	"heterolactic fermentation"	18	17	106	-1.875	root (1)	Firmicutes (1239)	[O_16990_7,O_19338_1,O_24203_1,O_6474_6,O_30982_3,O_55156_0,O_36228_0,O_76632_2,O_49312_0,O_27243_0,O_34571_0,O_33747_1,O_22949_0,O_329_0,O_8275_1,O_48780_1,O_31894_0,O_81544_1,O_75926_3,O_79203_1,O_31403_0,O_11925_0,O_11925_1,O_8006_3,O_7621_0,O_69757_0,O_65694_0,O_82061_0,O_50185_1,O_67688_0,O_48100_2,O_7123_0,O_75122_9,O_92049_0,O_46520_0,O_25009_0,O_92517_0,O_32882_0,O_4296_36,O_78292_1,O_38760_0,O_37937_0,O_14559_1,O_81163_0,O_57906_0,O_56436_0,O_16532_0,O_81276_0,O_54393_1,O_56103_1,O_28273_0,O_70463_1,O_28577_1,O_28577_0,O_15933_1,O_50234_0,O_32344_1,O_88820_0,O_97970_0,O_11809_0,O_68550_2,O_82061_1,O_30535_1,O_14378_2,O_65496_0,O_65496_1,O_9622_3,O_73827_0,O_10551_0,O_99429_0,O_48269_1,O_80877_0,O_11447_0,O_53679_0,O_97038_0,O_82512_0,O_30030_1,O_21729_3,O_24944_0,O_76677_1,O_11924_0,O_5686_1,O_77013_3,O_8750_1,O_94367_0,O_69943_1,O_2917_0,O_21115_1,O_96668_0,O_83697_0,O_92901_1,O_2488_1,O_51757_0,O_83107_0,O_99476_1,O_72084_13,O_2775_1,O_48753_0,O_11924_1,O_10350_0,O_28135_1,O_9223_1,O_76678_0,O_76678_1,O_64059_0,O_76052_0]
CENS	TRPCAT-PWY	"L-tryptophan degradation I (via anthranilate)"	3	3	8	-1.5	root (1)	Bacteria (2)	[O_39979_0,O_97028_1,O_3156_1,O_7959_0,O_34428_1,O_53684_3,O_21696_1,O_21697_0]
CENS	PWY-4302	"aerobic respiration III (alternative oxidase pathway)"	3	3	143	-1.75	root (1)	Euglenozoa (33682)	[O_70391_1,O_70391_2,O_95623_0,O_35645_1,O_72874_1,O_48055_0,O_48055_1,O_48055_3,O_13653_0,O_52559_1,O_91017_0,O_39655_0,O_30092_0,O_30852_0,O_5077_0,O_3201_1,O_3201_0,O_19402_27,O_6736_1,O_6736_0,O_6736_3,O_6736_2,O_6736_5,O_6736_4,O_25017_0,O_4508_2,O_4508_3,O_4508_0,O_54318_0,O_4508_4,O_4508_5,O_21244_1,O_21244_0,O_63278_0,O_65798_0,O_70992_0,O_28123_0,O_28123_1,O_99549_0,O_99549_1,O_25874_3,O_16532_3,O_19154_0,O_19154_1,O_28047_2,O_52558_2,O_52558_1,O_52558_0,O_27337_0,O_27797_0,O_3200_1,O_14217_0,O_68593_1,O_68593_0,O_10823_0,O_37978_0,O_85195_0,O_71041_2,O_10028_0,O_10028_2,O_21245_0,O_4507_8,O_95365_0,O_40864_0,O_5122_8,O_4507_1,O_4507_0,O_4507_3,O_4507_2,O_4507_5,O_4507_4,O_4507_7,O_4507_6,O_47245_1,O_91308_1,O_6372_0,O_6372_2,O_93816_0,O_57854_0,O_24641_1,O_44765_0,O_44765_1,O_75389_2,O_59680_1,O_33482_1,O_84734_0,O_19794_0,O_19794_1,O_6893_0,O_31287_0,O_76467_1,O_71433_0,O_71433_1,O_71433_2,O_74318_1,O_74318_0,O_24701_1,O_21327_1,O_63277_1,O_63277_0,O_71041_0,O_98071_0,O_47687_1,O_56529_0,O_91172_0,O_53583_0,O_38694_0,O_8526_0,O_8526_1,O_66948_0,O_8209_0,O_8209_1,O_85029_0,O_69633_0,O_67057_1,O_7634_0,O_47491_1,O_61869_2,O_58855_0,O_80251_1,O_57129_0,O_3200_0,O_80024_1,O_3200_2,O_76974_2,O_76974_1,O_76974_0,O_10587_0,O_48266_0,O_48266_1,O_48266_2,O_10824_0,O_32339_1,O_32339_2,O_58086_1,O_58086_0,O_34136_1,O_19153_1,O_19153_0,O_52896_0,O_66023_0,O_66023_1,O_25017_2]
CENS	SERSYN-PWY	"L-serine biosynthesis"	3	3	18	-1.5	root (1)	Archaea (2157)	[O_48881_3,O_47180_0,O_37741_1,O_9751_0,O_5220_2,O_48881_4,O_6656_0,O_73724_0,O_98246_0,O_70957_1,O_19254_0,O_23272_0,O_23272_1,O_39055_2,O_39056_0,O_70906_1,O_7917_1,O_9059_1]
CENS	PWY-6507	"4-deoxy-L-threo-hex-4-enopyranuronate degradation"	5	2	3	-1.5	root (1)	Bacteria (2)	[O_84582_0,O_26706_1,O_49381_0]
CENS	AST-PWY	"L-arginine degradation II (AST pathway)"	5	2	9	-1.75	root (1)	Proteobacteria (1224)	[O_92936_1,O_47817_0,O_23857_2,O_66639_1,O_41694_2,O_63339_0,O_15804_0,O_10492_0,O_63338_0]
CENS	ASPARAGINE-DEG1-PWY	"L-asparagine degradation I"	1	1	1	-1.5	root (1)	Archaea (2157)	[O_84819_1]
CENS	PWY-4861	"UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)"	1	1	1	-1.5	root (1)	Bacteria (2)	[O_72673_4]
CENS	PWY-6642	"(R)-cysteate degradation"	3	2	17	-1.5	root (1)	Bacteria (2)	[O_79684_0,O_4712_1,O_35084_0,O_36549_0,O_45138_0,O_27904_0,O_86172_1,O_60909_1,O_86390_0,O_43479_1,O_9072_0,O_89384_0,O_53620_0,O_15124_0,O_23130_2,O_25406_0,O_2818_0]
CENS	PWY-6527	"stachyose degradation"	7	5	27	-1.75	root (1)	Viridiplantae (33090)	[O_46384_0,O_93090_0,O_46907_0,O_20816_0,O_31585_0,O_60558_1,O_75165_2,O_3_1,O_65706_1,O_77880_0,O_78491_0,O_65707_0,O_49474_1,O_20086_0,O_11211_1,O_87700_0,O_30903_0,O_8318_2,O_54368_0,O_56130_0,O_49788_0,O_60914_0,O_40092_0,O_47909_1,O_82384_0,O_49787_1,O_67191_0]
CENS	NAGLIPASYN-PWY	"lipid IVA biosynthesis"	6	5	34	-1.5	root (1)	Bacteria (2)	[O_15935_0,O_71496_0,O_53393_0,O_5782_0,O_95472_0,O_70002_0,O_48088_1,O_95722_0,O_76684_1,O_10331_2,O_39288_1,O_5006_0,O_6452_28,O_40944_1,O_16467_0,O_80589_0,O_70550_1,O_9647_2,O_1416_0,O_56569_1,O_4403_0,O_76672_1,O_9768_0,O_89362_0,O_76505_3,O_55474_0,O_61278_2,O_24309_0,O_84587_0,O_35586_3,O_37731_0,O_35586_4,O_4888_0,O_37732_0]
CENS	LEUSYN-PWY	"L-leucine biosynthesis"	6	5	19	-1.5	root (1)	Archaea (2157)	[O_8959_0,O_66224_1,O_56589_0,O_49004_1,O_43837_3,O_81361_0,O_13030_0,O_38728_0,O_4882_0,O_10077_7,O_79544_0,O_28035_0,O_59582_0,O_45332_0,O_43838_0,O_50223_0,O_40971_1,O_10078_0,O_21367_0]
CENS	TRPSYN-PWY	"L-tryptophan biosynthesis"	6	6	53	-1.5	root (1)	Archaea (2157)	[O_84638_1,O_54488_0,O_97601_0,O_18187_3,O_18187_2,O_797_1,O_27449_1,O_72973_1,O_34425_0,O_47196_0,O_90294_0,O_74029_0,O_78971_1,O_9351_1,O_78794_0,O_31773_1,O_74917_0,O_74917_1,O_74028_1,O_70489_0,O_70489_2,O_12141_1,O_12141_2,O_25171_2,O_12142_0,O_25171_1,O_72973_0,O_11840_1,O_5734_0,O_74028_2,O_35155_1,O_78292_0,O_68800_1,O_16830_2,O_42794_0,O_42794_1,O_4176_0,O_14384_0,O_85861_0,O_14383_8,O_83033_0,O_11947_0,O_33692_0,O_31819_0,O_59703_0,O_53895_1,O_4633_3,O_62641_0,O_58444_1,O_7719_0,O_51264_0,O_75276_0,O_41906_0]
CENS	PWY-6164	"3-dehydroquinate biosynthesis I"	2	2	18	-1.5	root (1)	Bacteria (2)	[O_20664_0,O_44388_0,O_30094_2,O_33949_1,O_15199_0,O_7290_0,O_27358_0,O_6802_5,O_70212_0,O_41136_0,O_85084_0,O_16716_1,O_27359_0,O_89028_0,O_3187_0,O_67871_0,O_71585_0,O_10240_0]
CENS	PWY-6163	"chorismate biosynthesis from 3-dehydroquinate"	6	5	36	-1.5	root (1)	Archaea (2157)	[O_66341_1,O_3446_0,O_97878_0,O_25690_0,O_3445_0,O_440_1,O_53192_1,O_19259_0,O_57332_0,O_36327_0,O_30094_1,O_12419_1,O_20438_2,O_43342_6,O_8041_0,O_1772_10,O_43342_5,O_44723_0,O_53989_1,O_64399_0,O_8783_0,O_57748_1,O_93476_0,O_57748_2,O_86760_0,O_69429_2,O_22649_0,O_36320_0,O_32867_0,O_40901_1,O_62327_2,O_32866_0,O_16890_1,O_69145_0,O_32378_2,O_76596_2]
CENS	PWY-695	"abscisic acid biosynthesis"	5	1	1	-1.96875	root (1)	Embryophyta (3193)	[O_76998_4]
CENS	PWY-7606	"docosahexaenoate biosynthesis III (6-desaturase, mammals)"	14	4	36	-1.5	root (1)	Eukaryota (2759)	[O_16645_2,O_30453_0,O_71895_0,O_44201_0,O_47582_3,O_21462_1,O_39949_1,O_99620_0,O_41747_1,O_39948_1,O_71603_0,O_24578_0,O_81196_0,O_71341_1,O_73975_1,O_74137_0,O_34718_0,O_11610_0,O_14529_1,O_58534_0,O_20303_1,O_54967_1,O_54967_0,O_84464_0,O_45423_0,O_74457_0,O_53736_0,O_65702_0,O_41715_1,O_35991_0,O_4829_2,O_8838_0,O_73065_0,O_26211_0,O_51257_0,O_47394_0]
CENS	PWY-5461	"betanidin degradation"	1	1	15	-1.99993896484	root (1)	Caryophyllales (3524)	[O_96031_0,O_27486_0,O_65636_1,O_60784_1,O_82443_0,O_1724_0,O_60821_0,O_95571_0,O_40727_0,O_74497_0,O_94134_1,O_53474_0,O_79716_0,O_1723_4,O_47664_0]
